price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
5995,2005,hyundai,tucson,like new,gas,106229,automatic,blue
30496,2017,ram,1500,excellent,gas,106220,automatic,white
9990,2013,chevrolet,malibu,excellent,gas,106210,manual,blue
9100,2012,kia,optima,excellent,gas,106210,automatic,black
9599,2013,chevrolet,impala,excellent,gas,106206,automatic,white
9599,2013,chevrolet,impala,excellent,gas,106206,automatic,white
9599,2013,chevrolet,impala,excellent,gas,106206,automatic,white
9599,2013,chevrolet,impala,excellent,gas,106206,automatic,white
16995,2011,gmc,sierra 1500,good,gas,106205,automatic,blue
11988,2008,infiniti,g37 coupe,good,gas,106202,automatic,grey
2900,2005,volkswagen,passat 1.8 l,good,gas,106200,automatic,black
10500,2014,kia,sorento,excellent,gas,106197,manual,red
5999,2015,nissan,versa,good,gas,106193,automatic,blue
5999,2010,nissan,altima 2.5,excellent,gas,106188,automatic,silver
10900,2013,bmw,528i,like new,gas,106187,automatic,blue
27288,2014,chevrolet,silverado 1500 lt 4wd,good,other,106183,automatic,brown
27288,2014,chevrolet,silverado 1500 lt 4wd,good,other,106183,automatic,brown
27288,2014,chevrolet,silverado 1500 lt 4wd,good,other,106183,automatic,brown
27288,2014,chevrolet,silverado 1500 lt 4wd,good,other,106183,automatic,brown
27288,2014,chevrolet,silverado 1500 lt 4wd,good,other,106183,automatic,brown
14999,2012,gmc,canyon,excellent,gas,106181,automatic,black
11900,2010,jeep,commander limited 4x4,like new,gas,106180,automatic,black
18950,2017,chevrolet,traverse,good,gas,106158,automatic,white
10999,2016,volkswagen,jetta,good,gas,106146,automatic,white
16000,2015,honda,accord ex-l v6,excellent,gas,106115,automatic,black
4500,2007,ford,focus zx4 s,good,gas,106102,automatic,black
4995,1990,mercedes-benz,300sl,good,gas,106100,automatic,black
35995,2010,ram,3500,good,diesel,106099,automatic,silver
11995,2015,kia,sportage,excellent,gas,106095,manual,white
11995,2015,kia,sportage,excellent,gas,106095,manual,white
5300,2012,ford,fusion se,good,gas,106091,automatic,green
7999,2014,volkswagen,jetta sedan,good,gas,106074,automatic,blue
17999,2013,mercedes-benz,benz ml350 4matic,excellent,gas,106071,automatic,white
17999,2013,mercedes-benz,benz ml350 4matic,excellent,gas,106071,automatic,white
17999,2013,mercedes-benz,benz ml350 4matic,excellent,gas,106071,automatic,white
17999,2013,mercedes-benz,benz ml350 4matic,excellent,gas,106071,automatic,white
